;;;;;;;;;;;;;;;;;;;;;;;
"129684";"INSTITUTO REGIONAL COREDI";"05021";"ALEJANDRIA";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";19;44,53;43,79;46,58;44,89;42,68;44,47;47,05;5,12;9,7;8,98;4,92;5,1;9,86;8,04;"20152"
"001222";"COLEGIO SAN FERNANDO";"05030";"AMAGA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";124;47,44;45,85;46,32;45,68;46,85;46,69;46,23;7,32;10,5;9,5;7,94;6,36;12,34;8,62;"20152"
"024588";"ESCUELA NORMAL SUPERIOR VICTORIANO TORO ECHEVERRI-AMAGA";"05030";"AMAGA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";63;50,52;48,84;53,17;48,49;49,73;49,16;51,86;7,96;6,95;8,9;7,48;7,15;7,5;8,41;"20152"
"037804";"LICEO PASCUAL CORREA FLOREZ";"05030";"AMAGA";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";30;46,7;46,57;45,37;46,17;44,5;47,83;45,87;9,17;9,03;8,9;6,28;7,06;10,76;7,94;"20152"
"070839";"COLEGIO SAN FERNANDO";"05030";"AMAGA";"ANTIOQUIA";"A";"OFICIAL";"NOCHE";30;41,57;38,37;41,6;42,37;44,63;39,07;42,3;5,66;8,31;6,06;4,95;5,33;9,97;7,27;"20152"
"122325";"I. E. LUIS CARLOS PARRA MOLINA - SEDE PRINCIPAL";"05030";"AMAGA";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";17;46,41;45,12;45,65;46,29;45,94;44,65;45,35;8,82;9,21;8,85;5,87;5,24;8,2;9,85;"20152"
"131094";"INSTITUTO CORFERRINI";"05030";"AMAGA";"ANTIOQUIA";"A";"NO OFICIAL";"SABATINA - DOMINICAL";43;43,81;42,12;44,05;43,35;44,93;42,79;44,16;7,53;8,08;8,62;6,51;5,82;8,43;7,51;"20152"
"001230";"I. E. EDUARDO FERNANDEZ BOTERO";"05031";"AMALFI";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";50;53,4;57,2;54,5;50,88;52,2;58,72;54,62;7,13;10,86;6,88;7,85;8,72;14,51;7,03;"20152"
"059253";"I. E. EDUARDO FERNANDEZ BOTERO";"05031";"AMALFI";"ANTIOQUIA";"A";"OFICIAL";"NOCHE";25;46,96;46,76;46,92;44,84;46,92;47,44;46,76;6,26;9,05;9,5;7,38;7,82;9,73;8,35;"20152"
"113555";"I. E. PUEBLO NUEVO";"05031";"AMALFI";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";21;48,29;47,05;48,52;46,48;47,52;45,48;47,81;8,59;8,16;9,34;6,31;5,29;10,48;10,05;"20152"
"127175";"COLEGIO PORTACHUELO";"05031";"AMALFI";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";9;44,11;45,22;46,78;48;44,78;45,22;46,67;4,94;6,08;10,02;6,28;6,76;8,42;8,11;"20152"
"133355";"I. E. PRESBITERO GERARDO MONTOYA";"05031";"AMALFI";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";46;51,24;50,48;50,67;48,78;49,07;51,74;50,41;7,36;8,85;7,64;6,5;7,23;11,58;7,66;"20152"
"147397";"I. E. PUEBLO NUEVO";"05031";"AMALFI";"ANTIOQUIA";"A";"OFICIAL";"SABATINA - DOMINICAL";138;44,66;41,9;44,35;42,15;43,81;41,7;44,86;6,67;8,26;9,5;6,63;5,42;9,6;8,8;"20152"
"163824";"I. E. R. MARINA MESA LOPERA";"05031";"AMALFI";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";4;46,5;47,75;43;46;40,5;50,75;45;6,35;8,1;1,41;5,48;2,08;6,18;4,32;"20152"
"163832";"I. E. R. GABRIELA MISTRAL";"05031";"AMALFI";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";8;44,5;42,75;42,63;44,88;46,13;43,63;43,13;5,07;4,62;8,12;6,13;5,59;3,11;7,08;"20152"
"001255";"LICEO JUAN DE DIOS URIBE";"05034";"ANDES";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";43;47,07;48,3;45,63;44,79;45,26;48,79;46,21;8,03;9,35;9,29;8,29;5,59;11,3;8,37;"20152"
"049148";"I. E. MARIA AUXILIADORA";"05034";"ANDES";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";61;52,61;51,7;54,98;52,79;52,49;52,44;54,56;7,85;8,15;8,09;6,36;9,51;9,66;8,1;"20152"
"050997";"LICEO JUAN DE DIOS URIBE";"05034";"ANDES";"ANTIOQUIA";"A";"OFICIAL";"NOCHE";32;44,5;43,75;44,47;43,06;44,5;44,41;44,16;6,93;8,06;7,84;6,09;5,01;8,67;8,16;"20152"
"059154";"I. E. TAPARTO";"05034";"ANDES";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";31;49,39;50,26;52,52;47,65;46,32;51,32;50,94;6,27;9,79;7,54;5,96;6,73;10,56;6,65;"20152"
"067389";"I. E. SANTA RITA";"05034";"ANDES";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";45;47,33;48,07;48,69;46,02;45,47;48,56;47,91;5,75;9,02;9,22;6,56;5,47;9,99;8,84;"20152"
"085977";"I. E. SAN JOSE";"05034";"ANDES";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";14;50,93;48,07;49,93;50,43;47,71;49,57;49,57;7,35;11,01;8,13;6,49;10,54;11,5;7,11;"20152"
"101949";"I. E. MARCO FIDEL SUAREZ";"05034";"ANDES";"ANTIOQUIA";"A";"OFICIAL";"TARDE";35;52,23;51,03;53,34;52,09;48,2;51,63;52;7,44;10,02;8,57;7,6;8,53;10,28;7,66;"20152"
"104398";"I. E. SAN PERUCHITO";"05034";"ANDES";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";17;50,82;51;49;50,47;45,71;50,29;49,65;7,49;6,3;8,34;7,53;5,7;7,59;8,18;"20152"
"104406";"I. E. FELIPE HENAO JARAMILLO";"05034";"ANDES";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";17;51,82;47,65;53,65;46,65;50,82;49,12;51,76;8,15;10,42;11,53;7,68;9,5;11,89;10,73;"20152"
"122853";"I. E. . SAN JUAN DE LOS ANDES";"05034";"ANDES";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";30;56,8;59,53;59,13;55,83;49,63;61,13;58,17;6,38;8,93;10;7,26;7,29;10,99;8,81;"20152"
"122879";"I. E. R. CARBONERA";"05034";"ANDES";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";14;54,21;56,14;54,93;54,07;50,36;55,86;53,14;5,38;9,45;6,32;5,98;5,9;10,48;5,22;"20152"
"130872";"INSTITUTO CORFERRINI";"05034";"ANDES";"ANTIOQUIA";"A";"NO OFICIAL";"SABATINA - DOMINICAL";22;45,91;46,32;48,09;45,73;45,59;46,36;47,18;7,87;8,93;7,71;7,38;5,54;8,36;6,97;"20152"
"145078";"I. E. TAPARTO";"05034";"ANDES";"ANTIOQUIA";"A";"OFICIAL";"SABATINA - DOMINICAL";27;44,26;41,67;42,33;42,63;43,67;42,74;43;6,6;6,21;7,56;5,49;7,94;6,53;6,18;"20152"
"148304";"I. E. SANTA RITA";"05034";"ANDES";"ANTIOQUIA";"A";"OFICIAL";"NOCHE";52;44,04;43,4;40,88;42,02;42,71;43,42;41,85;7,99;9,31;8,45;7,33;5,99;11;7,69;"20152"
"001263";"I. E.  SAN JOSE";"05036";"ANGELOPOLIS";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";34;48,65;47,85;48,79;45,62;46,12;48,35;48,12;7,93;9,11;10,01;7,27;7,66;11,54;9,27;"20152"
"096073";"I. E. LOS ANGELES";"05036";"ANGELOPOLIS";"ANTIOQUIA";"A";"OFICIAL";"TARDE";15;50;47,4;48,87;44,13;43,93;48,93;47,13;6,58;7,05;9,22;5,74;5,64;8,82;8,99;"20152"
"033357";"LICEO MARIANO DE J EUSSE";"05038";"ANGOSTURA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";37;50;49,54;52;48,05;46,16;50,3;51,32;6,94;11,84;7,83;7,24;5,87;12,77;7,75;"20152"
"151365";"LICEO MARIANO DE J EUSSE";"05038";"ANGOSTURA";"ANTIOQUIA";"A";"OFICIAL";"SABATINA - DOMINICAL";48;42,67;40,88;41,08;42,46;43,58;40,56;41,83;7,33;8,69;9,14;6,27;4,55;9,75;8,29;"20152"
"164178";"I. E. R.  FRANCISCO JAVIER BARRIENTOS";"05038";"ANGOSTURA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";4;43;41,25;42,5;42,5;44;41,75;42;4,97;8,38;10,66;6,14;6,98;10,5;10;"20152"
"164392";"I. E. R. CHOCHO LA LOMA";"05038";"ANGOSTURA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";9;44,44;44,44;48,78;44,67;53,44;45,78;49,44;8,09;4,9;7,19;6,2;3,28;7,29;6,54;"20152"
"164673";"I. E. R. CAÑAVERAL ABAJO";"05038";"ANGOSTURA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";5;43,2;40,6;37,8;42,4;44,4;41,2;38,4;4,32;7,02;10,38;4,04;6,07;7,36;9,4;"20152"
"001271";"LICEO JESUS MARIA URREA";"05040";"ANORI";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";70;48,11;46,47;46,71;46,24;46,43;47,64;47,01;7,51;8,29;9,51;8,29;6,67;9,88;8,31;"20152"
"075598";"LICEO JESUS MARIA URREA";"05040";"ANORI";"ANTIOQUIA";"A";"OFICIAL";"NOCHE";79;42,89;39,18;41,41;41;43,23;38,82;41,96;6,36;8,52;8,98;6,57;5,32;9,51;7,44;"20152"
"150722";"I. E. R.  AMANDA POSADA";"05040";"ANORI";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";8;42,63;36,63;42,25;40,38;45;37,5;42,63;6,07;5,18;8,66;4,41;5,21;5,88;8,93;"20152"
"043752";"I. E. ANZA";"05044";"ANZA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";10;48,8;52,2;46,7;49,1;49,6;53,2;48,4;4,76;9,85;8,08;6,44;5,93;14,3;7,15;"20152"
"138354";"COLEGIO ASCENCION MONTOYA DE TORRES";"05044";"ANZA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";18;48,11;49,33;47,61;48,33;48,89;51,44;46,5;8,24;12,4;10,56;8,96;8,58;14,73;8,37;"20152"
"138362";"COLEGIO ASCENCION MONTOYA DE TORRES";"05044";"ANZA";"ANTIOQUIA";"A";"OFICIAL";"NOCHE";17;41,94;37,06;39,88;39,71;46,71;37,12;40,29;5,41;7,2;8,72;9,19;7,29;7,54;7,48;"20152"
"141101";"COLEGIO IAUR";"05044";"ANZA";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";26;45,31;43,65;45,5;44,81;45;44,92;44,77;6,17;8,63;11,64;7,45;5,64;10,97;9,52;"20152"
"001297";"COLEGIO JOSE CELESTINO MUTIS";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"TARDE";147;49,53;49,79;50,03;48,14;49,07;51,21;49,14;9,35;11,64;10,8;9,77;10;13,83;9,9;"20152"
"001313";"INSTITUTO UNIBAN";"05045";"APARTADO";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";45;59,02;66,51;61,49;62,09;71,47;67,11;59;7,97;10,53;10,02;8,44;12,88;12,2;8,22;"20152"
"045971";"COLEGIO PEDRONEL DURANGO";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"TARDE";21;44,24;45,9;45,14;43,86;46,05;46,38;44,52;6,66;6,93;7,86;5,68;4,85;8,05;5,94;"20152"
"051003";"COLEGIO COOPERATIVO DE APARTADO CARLOS ARTURO ROLDAN BETANCUR";"05045";"APARTADO";"ANTIOQUIA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";64;57,86;59,17;58,08;56,25;61,23;60,91;56,3;8,8;12;9,01;10,26;12,88;14,75;7,54;"20152"
"061762";"I. E. ALFONSO LOPEZ";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"TARDE";67;47,82;46,76;47,37;47,13;47,61;47,34;46,84;7,37;9,07;8,88;7,56;5,87;8,89;7,98;"20152"
"062125";"I. E. SAN FRACISCO DE ASIS";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"TARDE";101;49,12;48,03;48,57;47,37;48,59;49,01;48,16;8,01;10,36;10,29;9,32;8,73;11,83;9,81;"20152"
"075770";"I. E. HERACLIO MENA PADILLA";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";82;47;46,27;46,46;44,37;46,73;46,5;46,24;6,62;8,63;7,98;6,56;5,61;9,57;7,66;"20152"
"085969";"I. E. POLICARPA SALAVARRIETA";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";64;47,13;45,38;45,91;45,34;46,67;45,89;45,86;7,54;8,36;8,46;7,32;6,89;9,98;7,08;"20152"
"099606";"COLEGIO ADVENTISTA DE APARTADO";"05045";"APARTADO";"ANTIOQUIA";"A";"NO OFICIAL";"TARDE";23;50,87;53,09;52,96;52,61;53,91;55;52,83;11,36;11;12,56;10,29;10,66;13,99;10,35;"20152"
"101980";"COLEGIO SAN FERNANDO";"05045";"APARTADO";"ANTIOQUIA";"A";"NO OFICIAL";"SABATINA - DOMINICAL";32;42,47;40,63;41,88;40,75;43,56;42,5;42,78;7,96;9,19;9,96;7,75;5,79;9,49;8,03;"20152"
"108084";"I. E. R. CHURIDO PUEBLO";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";19;49,05;47,53;46;45,84;44,84;48,05;46,11;7,15;9,05;10,41;7,57;6,47;9,76;8,84;"20152"
"108274";"COLEGIO SAN PEDRO CLAVER";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"TARDE";129;48,99;47,49;46,88;46,29;47,67;48,26;46,97;7,78;9,78;9,29;7,63;6,96;11,72;8,11;"20152"
"108308";"COLEGIO AMERICANO";"05045";"APARTADO";"ANTIOQUIA";"A";"NO OFICIAL";"TARDE";21;56,67;55,05;53,95;55,57;58,14;57,14;52,43;8,67;13,56;11,34;11,14;12,57;13,44;10,06;"20152"
"113563";"I. E. LA PAZ";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";49;49,41;49,29;48,35;48,1;48,39;49,53;47,84;7,89;9,7;10,8;8,84;7,68;10,85;9,15;"20152"
"113605";"COLEGIO EL REPOSO";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"TARDE";54;49,37;48,54;50,69;48,15;47,31;48,93;49,72;6,89;9,16;8,21;6,22;6,51;9,96;7,41;"20152"
"113613";"COLEGIO CADENA LAS PLAYAS";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"TARDE";40;47,25;46,7;47,4;46,48;48,58;47,28;48,1;5,05;7,66;7,59;6,28;7,87;8,86;7,23;"20152"
"121616";"I. E. MADRE LAURA";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"TARDE";92;53,25;51,98;52,87;51,4;53,3;54,16;52,51;7,11;9,45;8,8;7,95;11,2;11,6;8,41;"20152"
"127514";"COLEGIO EL REPOSO";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"SABATINA - DOMINICAL";8;41,25;42,38;43,25;42,25;42,25;42,38;43;6,02;5,42;7,23;6,45;3,85;7,17;8,43;"20152"
"134700";"COLEGIO SAN PEDRO CLAVER";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"NOCHE";16;43,19;40;38,75;38,25;42,94;40,69;39,31;6,18;10,44;12,85;7,15;7,79;12,43;10,36;"20152"
"150086";"I. E. R. EL DIAMANTE";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";28;42,96;43,39;41,11;42,93;45,57;43,57;41,89;6,55;8,57;7,1;6,68;5,04;10,86;5,9;"20152"
"164335";"COLEGIO ALEGRIA DE APRENDER";"05045";"APARTADO";"ANTIOQUIA";"A";"NO OFICIAL";"TARDE";4;37;33,75;35,5;43;42;33,75;36,25;3,46;5,32;7,94;6,63;5,23;4,11;5,12;"20152"
"166652";"COLEGIO PEDRONEL DURANGO";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"SABATINA - DOMINICAL";23;40,17;38,04;38,35;40,35;42,39;38,22;39,39;7,81;8,21;8,66;5,14;4,6;9,58;7,87;"20152"
"166660";"I.E. CAMPO ALEGRE - SEDE PRINCIPAL";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"TARDE";22;48,45;48,41;46,73;45,45;45,45;48,77;45,86;6,99;8,3;10,65;6,91;6,49;8,42;7,88;"20152"
"171538";"I.E. JOSÉ JOAQUIN VÉLEZ - SEDE PRINCIPAL";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";49;49,49;48,98;48,1;46,27;46,35;50,1;47,47;8,37;11,9;9,59;8,32;5,65;12,69;8,71;"20152"
"173583";"I.E. JOSÉ JOAQUIN VÉLEZ - SEDE PRINCIPAL";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"SABATINA - DOMINICAL";8;46,75;46,25;44,25;46,38;47;45,13;43,75;7,5;8,91;4,77;7,85;5,35;7,94;5,47;"20152"
"183020";"I.E.R. EL MARIANO - SEDE PRINCIPAL";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";12;45;42;45,5;43,67;43,67;43,58;46,25;6,69;7,1;9,95;5,16;6,37;10,75;7,03;"20152"
"195511";"I.E. SANTA MARIA DE LA ANTIGUA";"05045";"APARTADO";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";40;43,25;42,93;43,4;43,63;46,08;43,05;43,13;6,38;9,99;9,19;6,69;9,01;13,19;8,97;"20152"
