timestamp,PitchSensor
1583210344814,234.365234375
1583210344847,234.365234375
1583210344887,234.365234375
1583210344892,232.802734375
1583210344927,232.802734375
1583210344977,232.802734375
1583210344984,232.724609375
1583210345017,232.724609375
1583210345057,232.724609375
1583210345098,232.724609375
1583210345101,233.740234375
1583210345137,233.740234375
1583210345178,233.740234375
1583210345186,233.896484375
1583210345187,233.896484375
1583210345217,233.896484375
1583210345257,233.896484375
1583210345264,233.427734375
1583210345297,233.427734375
1583210345337,233.427734375
1583210345377,233.427734375
1583210345383,234.755859375
1583210345417,234.755859375
1583210345457,234.755859375
1583210345460,234.443359375
1583210345496,234.443359375
1583210345546,234.443359375
1583210345549,234.365234375
1583210345586,234.365234375
1583210345626,234.365234375
1583210345630,234.443359375
1583210345666,234.443359375
1583210345706,234.443359375
1583210345747,234.443359375
1583210345751,233.818359375
1583210345786,233.818359375
1583210345827,233.818359375
1583210345831,233.896484375
1583210345867,233.896484375
1583210345908,233.896484375
1583210345914,235.380859375
1583210345946,235.380859375
1583210345986,235.380859375
1583210346027,235.380859375
1583210346030,235.615234375
1583210346066,235.615234375
1583210346112,235.615234375
1583210346115,235.380859375
1583210346152,235.380859375
1583210346192,235.380859375
1583210346195,234.833984375
1583210346233,234.833984375
1583210346273,234.833984375
1583210346276,234.521484375
1583210346312,234.521484375
1583210346355,234.521484375
1583210346391,234.521484375
1583210346396,234.130859375
1583210346432,234.130859375
1583210346472,234.130859375
1583210346476,233.583984375
1583210346512,233.583984375
1583210346551,233.583984375
1583210346559,234.208984375
1583210346592,234.208984375
1583210346632,234.208984375
1583210346682,234.208984375
1583210346684,234.833984375
1583210346722,234.833984375
1583210346762,234.833984375
1583210346769,234.833984375
1583210346802,234.833984375
1583210346842,234.833984375
1583210346846,234.833984375
1583210346881,234.833984375
1583210346922,234.833984375
1583210346926,234.443359375
1583210346962,234.443359375
1583210347002,234.443359375
1583210347042,234.443359375
1583210347046,234.599609375
1583210347082,234.599609375
1583210347122,234.599609375
1583210347126,234.677734375
1583210347162,234.677734375
1583210347212,234.677734375
1583210347215,234.990234375
1583210347252,234.990234375
1583210347292,234.990234375
1583210347332,234.990234375
1583210347335,236.318359375
1583210347336,236.318359375
1583210347372,236.318359375
1583210347413,236.318359375
1583210347416,236.083984375
1583210347452,236.083984375
1583210347492,236.083984375
1583210347497,236.474609375
1583210347498,236.474609375
1583210347532,236.474609375
1583210347572,236.474609375
1583210347574,236.005859375
1583210347612,236.005859375
1583210347652,236.005859375
1583210347692,236.005859375
1583210347697,235.224609375
1583210347732,235.224609375
1583210347783,235.224609375
1583210347786,235.302734375
1583210347821,235.302734375
1583210347862,235.302734375
1583210347865,235.771484375
1583210347902,235.771484375
1583210347943,235.771484375
1583210347983,235.771484375
1583210347987,235.302734375
1583210348022,235.302734375
1583210348062,235.302734375
1583210348066,235.302734375
1583210348067,235.302734375
1583210348102,235.302734375
1583210348142,235.302734375
1583210348147,235.302734375
1583210348182,235.302734375
1583210348222,235.302734375
1583210348229,235.615234375
1583210348263,235.615234375
1583210348297,235.615234375
1583210348347,235.615234375
1583210348353,235.537109375
1583210348387,235.537109375
1583210348427,235.537109375
1583210348434,235.849609375
1583210348467,235.849609375
1583210348507,235.849609375
1583210348513,235.537109375
1583210348547,235.537109375
1583210348589,235.537109375
1583210348627,235.537109375
1583210348634,235.849609375
1583210348667,235.849609375
1583210348707,235.849609375
1583210348711,235.458984375
1583210348747,235.458984375
1583210348787,235.458984375
1583210348794,234.990234375
1583210348828,234.990234375
1583210348868,234.990234375
1583210348873,236.630859375
1583210348917,236.630859375
1583210348957,236.630859375
1583210348997,236.630859375
1583210349012,119.7607421875
1583210349013,119.7607421875
1583210349038,119.7607421875
1583210349077,119.7607421875
1583210349174,260.2734375
1583210349198,260.2734375
1583210349238,260.2734375
1583210349277,260.2734375
1583210349357,0.0
1583210349447,0.0
1583210349527,0.0
1583210349654,256.6796875
1583210349657,256.6796875
1583210349686,256.6796875
1583210349727,256.6796875
1583210349731,261.9921875
1583210349767,261.9921875
1583210349807,261.9921875
1583210349812,247.3974609375
1583210349847,247.3974609375
1583210349887,247.3974609375
1583210349928,247.3974609375
1583210349936,235.615234375
1583210349967,235.615234375
1583210350017,235.615234375
1583210350026,237.802734375
1583210350057,237.802734375
1583210350097,237.802734375
1583210350102,239.521484375
1583210350137,239.521484375
1583210350177,239.521484375
1583210350182,239.208984375
1583210350217,239.208984375
1583210350257,239.208984375
1583210350296,239.208984375
1583210350301,236.162109375
1583210350337,236.162109375
1583210350377,236.162109375
1583210350384,235.146484375
1583210350417,235.146484375
1583210350460,235.146484375
1583210350463,234.755859375
1583210350493,234.755859375
1583210350533,234.755859375
1583210350582,234.755859375
1583210350586,234.599609375
1583210350622,234.599609375
1583210350662,234.599609375
1583210350666,233.818359375
1583210350667,233.818359375
1583210350702,233.818359375
1583210350742,233.818359375
1583210350745,234.912109375
1583210350782,234.912109375
1583210350823,234.912109375
1583210350830,234.755859375
1583210350862,234.755859375
1583210350902,234.755859375
1583210350943,234.755859375
1583210350949,235.771484375
1583210350983,235.771484375
1583210351022,235.771484375
1583210351028,240.849609375
1583210351062,240.849609375
1583210351102,240.849609375
1583210351109,240.849609375
1583210351153,240.849609375
1583210351193,240.849609375
1583210351232,240.849609375
1583210351236,239.208984375
1583210351272,239.208984375
1583210351311,239.208984375
1583210351315,236.552734375
1583210351352,236.552734375
1583210351392,236.552734375
1583210351396,237.880859375
